jobId,title,description,requirements,type,category,slug,isApplied,tags,duration,skills,vacancies,salary.amount,salary.currency,salary.frequency,preferredTime.start,preferredTime.end,location.city,location.area,employer.name,employer.contact,employer.phone,employer.owner,schedule.shifts,schedule.days,latitude,longitude,recid
105,DJ,"Play and mix music at events, create engaging playlists, and interact with audiences to set the mood.","Knowledge of music mixing software, ability to entertain crowds, and good sound equipment handling.",Full-time,Entertainment,dj-bangalore,FALSE,"['entertainment', 'music', 'events']",,"['music-mixing', 'crowd-engagement', 'equipment-handling']",5,9000,INR,month,6:00:00,12:00:00,Bangalore,Koramangala,Pop Trio,career@pop.com,9876501234,Suresh Iyer,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00105
106,Painter,"Paint walls, buildings, or objects, prepare surfaces, and ensure a smooth and professional finish.","Attention to detail, ability to work with different paints and surfaces, and basic safety knowledge.",Part-time,Construction Maintenance,painter-bangalore,FALSE,"['construction', 'home-improvement', 'skilled-trades']",6 months,"['precision', 'color-matching', 'attention-to-detail']",1,10000,INR,month,12:00:00,6:00:00,Mysore,Brindavan Gardens,Asian Paints,hr@paints.com,9876501234,Deepak Yadav,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.2958,76.6394,REC00106
107,House Keeper,"Clean and maintain rooms, bathrooms, and common areas, ensuring hygiene and orderliness.","Physical stamina, attention to detail, and knowledge of cleaning supplies.",Full-time,Hospitality Cleaning,housekeeper-bangalore,FALSE,"['cleaning', 'hospitality', 'home-services']",,"['cleaning', 'time-management', 'attention-to-detail']",1,8000,INR,month,6:00:00,12:00:00,Bangalore,Koramangala,Sb Association,career@assoc.com,9876501234,Pooja Desai,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00107
108,Gardener,"Plant, trim, and maintain gardens, lawns, and green spaces while ensuring plant health.","Knowledge of plants and gardening tools, physical stamina, and ability to work outdoors.",Part-time,Landscaping Maintenance,gardener-bangalore,FALSE,"['gardening', 'landscaping', 'outdoor-work']",6 months,"['plant-care', 'landscaping', 'physical-stamina']",1,7000,INR,month,12:00:00,6:00:00,Mysore,Karanji Lake,Gartner,hr@gartner.com,9876501234,Karan Malhotra,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.2958,76.6394,REC00108
109,Personal Caretaker,"Assist individuals with daily tasks, including hygiene, meals, and mobility, ensuring their comfort and well-being.","Patience, empathy, basic first-aid knowledge, and ability to assist with mobility.",Full-time,Healthcare Personal Services,personal-caretaker-bangalore,FALSE,"['healthcare', 'personal-care', 'elderly-care']",,"['empathy', 'patience', 'first-aid']",1,8000,INR,month,6:00:00,12:00:00,Bangalore,Jayanagar,Springfield Healthcare,career@health.com,9876501234,Sonal Agarwal,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.9716,77.5946,REC00109
110,Language Tutor,"Teach students a foreign or native language, focusing on grammar, vocabulary, and conversation skills.","Fluency in the target language, teaching skills, and ability to create lesson plans.",Full-time,Education Tutoring,language-tutor-bangalore,FALSE,"['education', 'teaching', 'language']",6 months,"['teaching', 'communication', 'adaptability']",1,9000,INR,month,12:00:00,6:00:00,Mysore,Karanji Lake,Tutors Around ,hr@tutor.com,9876501234,Abhishek Das,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00110
111,Bartender,"Prepare and serve drinks, interact with customers, and maintain cleanliness and stock of the bar.","Knowledge of cocktails and beverages, excellent customer service, and ability to work late hours.",Part-time,Food Hospitality,bartender-bangalore,FALSE,"['food-service', 'beverages', 'hospitality']",,"['mixology', 'customer-service', 'multi-tasking']",1,10000,INR,month,6:00:00,12:00:00,Bangalore,MG Road,Big Bruskey,career@bruskey.com,9876501234,Ritika Rao,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.9716,77.5946,REC00111
112,Waitress,"Take customer orders, serve food and beverages, and ensure a pleasant dining experience.","Good communication skills, ability to multitask, and a friendly attitude.",Full-time,Food Hospitality,waitress-bangalore,FALSE,"['food-service', 'customer-service', 'hospitality']",6 months,"['customer-service', 'multi-tasking', 'teamwork']",1,15000,INR,month,12:00:00,6:00:00,Mysore,Karanji Lake,Boho,hr@boho.com,9876501234,Vikram Arora,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00112
113,Book Keeper,"Manage financial records, process invoices, and maintain accounts for businesses or individuals.","Knowledge of accounting software, attention to detail, and basic math skills.",Part-time,Finance Administration,bookkeeper-bangalore,FALSE,"['finance', 'accounting', 'administration']",,"['accounting', 'data-entry', 'attention-to-detail']",1,8000,INR,month,6:00:00,12:00:00,Bangalore,Indiranagar,Just Books,career@books.com,9123458899,Meera Singh,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00113
114,Babysitter,"Supervise and care for children, ensuring their safety, entertainment, and basic needs.","Patience, ability to handle children, basic first-aid knowledge, and good communication.",Full-time,Childcare,babysitter-bangalore,FALSE,"['childcare', 'personal-services', 'babysitting']",6 months,"['childcare', 'patience', 'problem-solving']",1,9000,INR,month,12:00:00,6:00:00,Mysore,Karanji Lake,Born Baby,hr@baby.com,9123458899,Suresh Iyer,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.2958,76.6394,REC00114
115,School Bus Driver,Safely transport students to and from school while following traffic rules and ensuring passenger safety.,"Commercial driverÂ’s license (CDL), safe driving record, and knowledge of traffic laws.",Part-time,Transportation Education,school-bus-driver-bangalore,FALSE,"['transportation', 'education', 'driving']",,"['safe-driving', 'punctuality', 'attentiveness']",1,10000,INR,month,6:00:00,12:00:00,Bangalore,Indiranagar,BusCo,career@driver.com,9123458899,Deepak Yadav,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.9716,77.5946,REC00115
116,Personal Driver,"Drive clients to various destinations, maintain vehicle cleanliness, and ensure a smooth ride.","Valid driverÂ’s license, good driving record, and punctuality",Full-time,Transportation Personal Services,personal-driver-bangalore,FALSE,"['driving', 'transportation', 'personal-services']",6 months,"['navigation', 'safe-driving', 'punctuality']",1,9000,INR,month,12:00:00,6:00:00,Mysore,Mysore Zoo,Personal Driver,hr@driver.com,9123458899,Pooja Desai,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.2958,76.6394,REC00116
117,Security Guard,"Monitor premises, prevent unauthorized access, and respond to security incidents.","Attention to detail, physical fitness, and knowledge of security protocols.",Part-time,Security Law Enforcement,security-guard-bangalore,FALSE,"['security', 'law-enforcement', 'safety']",,"['observation', 'problem-solving', 'physical-fitness']",1,7000,INR,month,6:00:00,12:00:00,Bangalore,Whitefield,GuardAdda,career@guardAdda.com,9123458899,Karan Malhotra,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.9716,77.5946,REC00117
118,LifeGuard,"Supervise swimming areas, enforce safety rules, and perform rescues when necessary.","Swimming proficiency, CPR and first-aid certification, and alertness.",Full-time,Safety Recreation,lifeguard-bangalore,FALSE,"['safety', 'recreation', 'swimming']",6 months,"['swimming', 'rescue-techniques', 'alertness']",1,9000,INR,month,12:00:00,6:00:00,Mysore,Mysore Zoo,LifeGuard Solution,hr@lifeguard.com,9123458899,Sonal Agarwal,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.2958,76.6394,REC00118
119,Pet Walker,"Help in managing the store, assisting customers, and caring for pets.",Love for animals and basic customer service skills.,Part-time,Retail,pet-walker-bangalore,FALSE,"['retail', 'customer-service']",6 months,"['communication', 'teamwork', 'time management']",3,10000,INR,month,6:00:00,12:00:00,Bangalore,Whitefield,Pets Mart,career@pets.com,9123458899,Abhishek Das,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.9716,77.5946,REC00119
120,Carpenter,"Build, repair, and install wooden structures, furniture, and fixtures with precision.","Knowledge of woodwork, ability to use carpentry tools, and attention to detail.",Full-time,Construction Skilled Trades,carpenter-bangalore,FALSE,"['construction', 'skilled-trades', 'home-improvement']",6 months,"['woodworking', 'precision', 'problem-solving']",3,9000,INR,month,12:00:00,6:00:00,Mysore,Mysore Zoo,Carpenter,hr@carpenter.com,9123458899,Ritika Rao,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00120
121,Cooking Instructor,Cook and deliver meals to customers.,Cooking skills and a hygienic approach.,Full-time,Culinary,home-chef-mysore,FALSE,"['culinary', 'education']",6 months,"['communication', 'teamwork', 'time management']",2,8000,INR,month,6:00:00,12:00:00,Mysore,Mysore Palace,Cookery,career@cookery.com,9876501234,Ritika Rao,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00121
122,Pizza Delivery,"Deliver pizzas to customers, ensure timely and accurate orders, and handle cash/card transactions while maintaining vehicle safety.","Valid driver’s license, good navigation skills, ability to work in a fast-paced environment.",Part-time,Food Delivery,pizza-delivery-driver-mysore,FALSE,"['food-delivery', 'driving', 'customer-service']",,"['navigation', 'time-management', 'customer-service']",2,9000,INR,month,12:00:00,6:00:00,Mysore,Karanji Lake,Pizza Hut,hr@pizza.com,9876501234,Vikram Arora,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00122
123,Pet Walker,"Walk, exercise, and care for pets, ensuring their safety and well-being.","Love for animals, physical stamina, and ability to handle multiple pets",Full-time,Pet Care Services,pet-walker-mysore,FALSE,"['pet-care', 'outdoor-work', 'animal-services']",,"['animal-care', 'patience', 'physical-stamina']",2,10000,INR,month,6:00:00,12:00:00,Mysore,Karanji Lake,PetnPlay,career@pet.com,9123458899,Meera Singh,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.2958,76.6394,REC00123
124,Delivery Executive,Pick up and deliver parcels or food orders efficiently while following route and safety guidelines.,"Valid driver’s license (if using a vehicle), time management skills, ability to handle cash transactions.",Part-time, Logistics Transportation,delivery-executive-mysore,FALSE,"['logistics', 'delivery', 'customer-service']",,"['time-management', 'attention-to-detail', 'customer-service']",3,20000,INR,month,12:00:00,6:00:00,Mysore,Karanji Lake,Delhivery,hr@delhivery.com,9123458899,Suresh Iyer,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.2958,76.6394,REC00124
125,School Bus Driver,Safely transport students to and from school while following traffic rules and ensuring passenger safety.,"Commercial driver’s license (CDL), safe driving record, and knowledge of traffic laws.",Full-time,Transportation Education,school-bus-driver-mysore,FALSE,"['transportation', 'education', 'driving']",,"['safe-driving', 'punctuality', 'attentiveness']",2,8000,INR,month,6:00:00,12:00:00,Mysore,Mysore palace,BusCo,career@bus.com,9123458899,Deepak Yadav,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00125
126,DJ,"Play and mix music at events, create engaging playlists, and interact with audiences to set the mood.","Knowledge of music mixing software, ability to entertain crowds, and good sound equipment handling.",Part-time,Entertainment,dj-mysore,FALSE,"['entertainment', 'music', 'events']",,"['music-mixing', 'crowd-engagement', 'equipment-handling']",5,9000,INR,month,12:00:00,6:00:00,Mysore,Mysore Zoo,DiscoJ,hr@disco.com,9123458899,Pooja Desai,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.2958,76.6394,REC00126
127,Book Keeper,"Manage financial records, process invoices, and maintain accounts for businesses or individuals.","Knowledge of accounting software, attention to detail, and basic math skills.",Full-time,Finance Administration,bookkeeper-mysore,FALSE,"['finance', 'accounting', 'administration']",,"['accounting', 'data-entry', 'attention-to-detail']",1,8000,INR,month,6:00:00,12:00:00,Mysore,Karanji Lake,BooksnMe,career@books.com,9123458899,Karan Malhotra,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00127
128,House Keeper,"Clean and maintain rooms, bathrooms, and common areas, ensuring hygiene and orderliness.","Physical stamina, attention to detail, and knowledge of cleaning supplies.",Part-time,Hospitality Cleaning,housekeeper-mysore,FALSE,"['cleaning', 'hospitality', 'home-services']",,"['cleaning', 'time-management', 'attention-to-detail']",1,8000,INR,month,12:00:00,6:00:00,Mysore,Mysore Zoo,KeepersCo,hr@keepers.com,9123458899,Sonal Agarwal,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.2958,76.6394,REC00128
129,Bartender,"Prepare and serve drinks, interact with customers, and maintain cleanliness and stock of the bar.","Knowledge of cocktails and beverages, excellent customer service, and ability to work late hours.",Full-time,Food Hospitality,bartender-mysore,FALSE,"['food-service', 'beverages', 'hospitality']",,"['mixology', 'customer-service', 'multi-tasking']",1,10000,INR,month,6:00:00,12:00:00,Mysore,Mysore Palace,TBC,career@tbc.com,9123458899,Abhishek Das,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00129
130,Personal Caretaker,"Assist individuals with daily tasks, including hygiene, meals, and mobility, ensuring their comfort and well-being.",,Part-time,Healthcare Personal Services,personal-caretaker-mysore,FALSE,"['healthcare', 'personal-care', 'elderly-care']",,"['empathy', 'patience', 'first-aid']",1,8000,INR,month,12:00:00,6:00:00,Mysore,Mysore Zoo,CaretakersCo,hr@caretaker.com,9123458899,Ritika Rao,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.2958,76.6394,REC00130
131,Grocery Store Assistant,"Assist customers, stock shelves, and maintain inventory at the grocery store.","Good communication skills, ability to lift light weights.",Full-time,Retail,grocery-store-assistant-mumbai,FALSE,"['retail', 'customer-service']",,"['organization', 'adaptability']",1,8000,INR,month,12:00 PM,6:00 PM,Bangalore,Whitefield,Dmart,hr@dmart.com,9876501234,Rahul Mehta,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00131
132,Medical Store Helper,"Help organize medical supplies, assist customers with basic queries.",Basic knowledge of medicines preferred.,Part-time,Healthcare,medical-store-helper-delhi,FALSE,"['healthcare', 'customer-service']",6 months,"['technical expertise', 'attention to detail']",5,7500,INR,month,6:00 PM,12:00 AM,Bangalore,Brookefield,PharmaCo,jobs@pharmacy.com,9123456789,Priya Sharma,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00132
133,Mall Retail Associate,Provide customer service and handle billing at a retail outlet in the mall.,"Customer handling skills, prior retail experience is a plus.",Full-time,Retail,mall-retail-associate-bangalore,FALSE,"['retail', 'customer-service']",,"['technical expertise', 'attention to detail']",1,10000,INR,month,12:00 AM,6:00 AM,Bangalore,Marathahalli,Prestige Shantiniketan,careers@prestige.com,9988776655,Amit Roy,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Wednesday', 'Friday']",12.9716,77.5946,REC00133
134,Tuition Teacher,Teach mathematics to high school students in evening batches.,"Proficiency in mathematics, prior teaching experience preferred.",Part-time,Education,tuition-teacher-hyderabad,FALSE,['education'],6 months,"['technical expertise', 'attention to detail']",1,12000,INR,month,6:00 AM,12:00 PM,Bangalore,Kundalahalli,Smart Tuitions,teach@tuitions.com,9876543210,Neha Jain,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00134
135,Tailor Shop Assistant,"Assist the tailor with measurements, organizing fabric, and managing orders.",Basic knowledge of tailoring preferred.,Full-time,Tailoring,tailor-shop-assistant-kolkata,FALSE,['tailoring'],,"['organization', 'adaptability']",5,6500,INR,month,12:00 PM,6:00 PM,Bangalore,MG Road,Stitchy,info@stitchy.com,8765432190,Ravi Kapoor,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00135
136,Library Assistant,"Help in organizing books, assisting visitors, and maintaining library records.",Attention to detail and basic computer knowledge.,Part-time,Library,library-assistant-chennai,FALSE,['library'],6 months,"['customer service', 'problem-solving']",2,8000,INR,month,6:00 PM,12:00 AM,Bangalore,Commercial Street,Just Books,jobs@justbooks.com,9988001234,Anjali Verma,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00136
137,Delivery Executive,Deliver orders to customers in a timely manner.,Bike and valid driving license required.,Full-time,Logistics,delivery-executive-ahmedabad,FALSE,"['logistics', 'customer-service']",,"['customer service', 'problem-solving']",15,15000,INR,month,12:00 AM,6:00 AM,Bangalore,AECS Layout, Delihvery,hr@delihvery.com,9123450000,Rajesh Gupta,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00137
138,Receptionist,"Manage front desk, assist visitors, and handle calls.",Good communication and basic computer skills.,Part-time,Hospitality,receptionist-pune,FALSE,['hospitality'],6 months,"['communication', 'teamwork', 'time management']",1,10000,INR,month,6:00 AM,12:00 PM,Bangalore,Koramangala,Verco ,reception@verco.com,9876509988,Smita Patil,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Monday', 'Tuesday', 'Wednesday']",12.9716,77.5946,REC00138
139,Event Helper,Assist in setting up and managing events.,"Flexible working hours, ability to handle physical tasks.",Full-time,Event Management,event-helper-jaipur,FALSE,['event management'],,"['sales', 'negotiation']",5,9000,INR,month,12:00 PM,6:00 PM,Bangalore,Electronic City,Eventers,jobs@eventers.com,9988771122,Vikram Arora,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00139
140,Pet Store Assistant,"Help in managing the store, assisting customers, and caring for pets.",Love for animals and basic customer service skills.,Part-time,Retail,pet-store-assistant-lucknow,FALSE,"['retail', 'customer-service']",6 months,"['organization', 'adaptability']",2,7500,INR,month,6:00 PM,12:00 AM,Bangalore,Brookefield,Petsy,careers@petsy.com,9123405678,Meera Singh,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Thursday', 'Friday', 'Saturday']",12.9716,77.5946,REC00140
141,Pharmacy Sales Associate,"Assist customers with prescriptions, stock medicines, and manage billing.","Good communication skills, basic knowledge of medicines.",Full-time,Healthcare,pharmacy-sales-associate-hyderabad,FALSE,"['healthcare', 'customer-service']",1,"['attention-to-detail', 'multitasking']",1,12000,INR,month,10:00 AM,6:00 PM,Hyderabad,Banjara Hills,MedPlus Pharmacy,hr@medplus.com,9876543210,Sneha Reddy,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Tuesday', 'Thursday']",17.385,78.4867,REC00141
142,Café Barista,"Prepare beverages, serve customers, and maintain cleanliness.","Friendly attitude, ability to work under pressure.",Part-time,Hospitality,cafe-barista-secunderabad,FALSE,"['hospitality', 'customer-service']",1,"['time-management', 'teamwork']",1,10000,INR,month,8:00 AM,2:00 PM,Secunderabad,Paradise,Café Brew,hr@cafebrew.com,9876509876,Arjun Rao,"[{'start': '7:00 AM', 'end': '11:00 AM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Tuesday', 'Friday', 'Saturday']",17.4399,78.4983,REC00142
143,Delivery Executive,Deliver food and groceries to customers using a two-wheeler.,"Valid driving license, smartphone.",Full-time,Logistics,delivery-executive-warangal,FALSE,"['logistics', 'customer-service']",1,"['punctuality', 'navigation-skills']",1,15000,INR,month,9:00 AM,5:00 PM,Warangal,Hanamkonda,Swift Delivery,hr@swiftdelivery.com,9876512345,Manoj Kumar,"[{'start': '10:00 AM', 'end': '2:00 PM'}, {'start': '5:00 PM', 'end': '9:00 PM'}]","['Monday', 'Wednesday', 'Friday']",17.9784,79.591,REC00143
144,Banking Executive,Assist customers with banking transactions and queries.,"Basic computer knowledge, good communication.",Full-time,Banking,banking-executive-karimnagar,FALSE,"['banking', 'customer-service']",1,"['analytical-thinking', 'problem-solving']",1,18000,INR,month,10:00 AM,6:00 PM,Karimnagar,Civil Hospital Rd,SBI Bank,hr@sbibank.com,9876532100,Ravi Verma,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Tuesday', 'Thursday', 'Saturday']",18.4386,79.1288,REC00144
145,Restaurant Server,"Take orders, serve food, and ensure customer satisfaction.","Friendly attitude, multitasking skills.",Part-time,Hospitality,restaurant-server-nizamabad,FALSE,"['hospitality', 'customer-service']",1,"['patience', 'time-management']",1,9000,INR,month,6:00 PM,11:00 PM,Nizamabad,Shankar Nagar,Spice Hub,hr@spicehub.com,9876541231,Neha Sharma,"[{'start': '5:00 PM', 'end': '10:00 PM'}]","['Wednesday', 'Thursday', 'Friday']",18.6725,78.0941,REC00145
146,Customer Support Executive,Handle customer queries and provide assistance via calls and emails.,"Good communication, problem-solving skills.",Full-time,IT,customer-support-vijayawada,FALSE,"['IT', 'customer-service']",1,"['critical-thinking', 'patience']",1,20000,INR,month,9:00 AM,5:00 PM,Vijayawada,Auto Nagar,TechSolutions,hr@techsolutions.com,9876567890,Priya Iyer,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Wednesday', 'Friday']",16.5062,80.648,REC00146
147,Security Guard,Ensure safety of premises and monitor visitors.,"Basic security training, alertness.",Full-time,Security,security-guard-guntur,FALSE,"['security', 'safety']",1,"['alertness', 'discipline']",1,14000,INR,month,6:00 AM,2:00 PM,Guntur,Arundelpet,SafeSecure Pvt Ltd,hr@safesecure.com,9876578912,Kamal Das,"[{'start': '5:00 AM', 'end': '1:00 PM'}, {'start': '3:00 PM', 'end': '11:00 PM'}]","['Monday', 'Thursday', 'Sunday']",16.3067,80.4365,REC00147
148,Electrician,Install and repair electrical wiring and systems.,"ITI certification, problem-solving skills.",Full-time,Technical,electrician-rajahmundry,FALSE,"['technical', 'maintenance']",1,"['analytical-thinking', 'precision']",1,16000,INR,month,8:00 AM,4:00 PM,Rajahmundry,Prakasam Nagar,PowerFix,hr@powerfix.com,9876589012,Suresh Babu,"[{'start': '7:00 AM', 'end': '11:00 AM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Tuesday', 'Friday', 'Saturday']",17.0005,81.804,REC00148
149,Auto Mechanic,Repair and maintain vehicles.,"Technical knowledge, troubleshooting skills.",Full-time,Automobile,auto-mechanic-kakinada,FALSE,"['automobile', 'repair']",1,"['mechanical-aptitude', 'problem-solving']",1,17000,INR,month,9:00 AM,5:00 PM,Kakinada,Jagadamba Junction,Speed AutoCare,hr@speedautocare.com,9876590123,Amit Mishra,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '1:00 PM', 'end': '5:00 PM'}]","['Monday', 'Wednesday', 'Saturday']",16.9891,82.2475,REC00149
150,Call Center Executive,Answer calls and assist customers with inquiries.,"Good communication skills, patience.",Full-time,BPO,call-center-executive-tirupati,FALSE,"['BPO', 'customer-service']",1,"['active-listening', 'problem-solving']",1,19000,INR,month,10:00 AM,6:00 PM,Tirupati,Leela Mahal Circle,Connect BPO,hr@connectbpo.com,9876598765,Shruti Nair,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Tuesday', 'Thursday', 'Sunday']",13.6288,79.4192,REC00150
151,Sales Executive,Handle customer inquiries and manage retail sales.,"Good communication, sales experience preferred.",Full-time,Retail,sales-executive-kurnool,FALSE,"['retail', 'sales']",1,"['negotiation', 'persuasion']",1,18000,INR,month,10:00 AM,6:00 PM,Kurnool,Nandyal Road,Trend Retail,hr@trendretail.com,9876543121,Vikram Reddy,"[{'start': '9:00 AM', 'end': '1:00 PM'}, {'start': '3:00 PM', 'end': '7:00 PM'}]","['Monday', 'Tuesday', 'Saturday']",15.8281,78.0373,REC00151
152,Hotel Receptionist,Manage front desk operations and assist guests.,"Friendly demeanor, basic computer skills.",Full-time,Hospitality,hotel-receptionist-adoni,FALSE,"['hospitality', 'customer-service']",1,"['multitasking', 'problem-solving']",1,16000,INR,month,9:00 AM,5:00 PM,Adoni,Bus Stand Rd,Elite Hotels,hr@elitehotels.com,9876523145,Manisha Rao,"[{'start': '8:00 AM', 'end': '12:00 PM'}, {'start': '2:00 PM', 'end': '6:00 PM'}]","['Tuesday', 'Thursday', 'Sunday']",15.6257,77.2724,REC00152
153,Assistant Pharmacist,Assist in dispensing medicines and managing inventory.,"Pharmacy diploma, basic computer knowledge.",Part-time,Healthcare,assistant-pharmacist-nandyal,FALSE,"['healthcare', 'pharmacy']",1,"['attention-to-detail', 'accuracy']",1,12000,INR,month,10:00 AM,2:00 PM,Nandyal,Gandhi Nagar,MedWell Pharmacy,hr@medwellpharmacy.com,9876532178,Ajay Bansal,"[{'start': '9:00 AM', 'end': '1:00 PM'}]","['Monday', 'Wednesday', 'Friday']",15.4771,78.4841,REC00153
